filename,category,organism,cfu,label,donor_id,experiment_date,timepoint_hours,n_wl,wl_min,wl_max,abs_min,abs_max,abs_mean
20230131_PBSspiked_LZD5P4_D2_20%_3,sterile,PBS control,0,0.0,D5,20230131,,419,237.4545898,300.1534424,-0.4467745387273668,1.0231250808393,-9.750884798617127e-17
20230215_PBSspiked_LZD9P4_D6_60%_3,sterile,PBS control,0,0.0,Unknown,20230215,,419,237.4571838,300.1626587,-0.4043239315259346,0.8970754186073988,1.526225446740072e-16
20230216_PBSspiked_LZD10P4_D4_40%,sterile,PBS control,0,0.0,Unknown,20230216,,419,237.436676,300.1416626,-0.4290537628241048,0.9507139778425618,2.416523624005114e-16
20230213_PBSspiked_LZD8P2_D2_10%_1,sterile,PBS control,0,0.0,Unknown,20230213,,419,237.4573364,300.1625671,-0.433551604281464,0.956993381318536,-2.1197575649167665e-16
20230209_PBSspiked_LZD6P4_D5_60%_1,sterile,PBS control,0,0.0,D5,20230209,,419,237.4351044,300.1477051,-0.3794810455105011,0.8584796210228324,1.1234715094058862e-16
20230223_PBSspiked_LZD7P2_D7_80%_3,sterile,PBS control,0,0.0,Unknown,20230223,,419,237.438385,300.1438599,-0.4264755220049321,0.9774036387617344,2.501313926601785e-16
20230208_PBSspiked_LZD5P4_D5_50%_2,sterile,PBS control,0,0.0,D5,20230208,,419,237.4533997,300.1588745,-0.421806620609785,0.9525593151902148,2.0773624136184313e-16
20230417_PBSspiked_LZD1P6_D3_30%_3,sterile,PBS control,0,0.0,Unknown,20230417,,419,237.4287262,300.1347351,-0.434161245719332,1.0032702291140012,-2.501313926601785e-16
20230417_PBSspiked_LZD1P6_D2_20%_2,sterile,PBS control,0,0.0,Unknown,20230417,,419,237.4287262,300.1347351,-0.4314954576865552,0.994999448646778,6.3592726947503e-17
20230209_PBSspiked_LZD6P2_D2_10%_3,sterile,PBS control,0,0.0,Unknown,20230209,,419,237.4351044,300.1477051,-0.4350739571462209,0.980436130853779,2.416523624005114e-16
20230223_PBSspiked_LZD7P2_D4_40%_3,sterile,PBS control,0,0.0,Unknown,20230223,,419,237.438385,300.1438599,-0.4341643774105012,1.0053716630228324,3.391612103866827e-17
20230210_PBSspiked_LZD6P6_D6_70%_2,sterile,PBS control,0,0.0,Unknown,20230210,,419,237.439743,300.1523438,-0.3951562508739056,0.900703398792761,5.511369668783593e-16
20230208_PBSspiked_LZD5P4_D7_80%_1,sterile,PBS control,0,0.0,D5,20230208,,419,237.4533997,300.1588745,-0.4230820376787587,0.9573122869212412,2.840475136988467e-16
20230321_PBSspiked_LZD7P4_D7_90%_2,sterile,PBS control,0,0.0,Unknown,20230321,,419,237.4410706,300.1396484,-0.4238165889773276,0.9373400437226724,-6.783224207733653e-16
20230221_PBSspiked_LZD1P2_D2_20%_3,sterile,PBS control,0,0.0,Unknown,20230221,,419,237.4582214,300.163208,-0.4375575166783615,0.9745890166216384,-3.5187975577618327e-16
20230209_PBSspiked_LZD6P2_D5_50%_3,sterile,PBS control,0,0.0,D5,20230209,,419,237.4351044,300.1477051,-0.4287491209512331,0.9888734153154336,8.479030259667067e-18
20230215_PBSspiked_LZD9P6_D7_70%_2,sterile,PBS control,0,0.0,Unknown,20230215,,419,237.4571838,300.1626587,-0.4366056774679396,0.9608838354987268,-1.1022739337567186e-16
20230208_PBSspiked_LZD5P6_D6_60%_2,sterile,PBS control,0,0.0,D5,20230208,,419,237.4533997,300.1588745,-0.4130955618906921,0.938471135009308,1.27185453895006e-17
20230216_PBSspiked_LZD10P4_D5_50%_1,sterile,PBS control,0,0.0,D5,20230216,,419,237.436676,300.1416626,-0.4071995129101827,0.8960926717898171,2.5861042291984553e-16
20230217_PBSspiked_LZD10P6_D7_70%_3,sterile,PBS control,0,0.0,Unknown,20230217,,419,237.4504242,300.1421814,-0.4360229270123312,0.9951520762543354,-2.670894531795126e-16
20230411_PBSspiked_LZD1P4_D7_70%_3,sterile,PBS control,0,0.0,Unknown,20230411,,419,237.4364624,300.1353149,-0.4321876210365154,0.9897439190634846,1.1870642363533893e-16
20230215_PBSspiked_LZD9P4_D4_40%,sterile,PBS control,0,0.0,Unknown,20230215,,419,237.4571838,300.1626587,-0.4250373497805091,0.9477483624528245,6.783224207733654e-17
20230209_PBSspiked_LZD6P2_D7_90%_2,sterile,PBS control,0,0.0,Unknown,20230209,,419,237.4351044,300.1477051,-0.3727406702022271,0.8499373506311062,4.621071491518552e-16
20230131_PBSspiked_LZD5P2_D5_50%_1,sterile,PBS control,0,0.0,D5,20230131,,419,237.4545898,300.1534424,-0.421195483568655,0.9691985383646782,4.621071491518552e-16
20230209_PBSspiked_LZD6P4_D3_40%_3,sterile,PBS control,0,0.0,Unknown,20230209,,419,237.4351044,300.1477051,-0.4091484290356403,0.9393598991310262,8.055078746683713e-17
20230131_PBSspiked_LZD5P6_D5_50%_2,sterile,PBS control,0,0.0,D5,20230131,,419,237.4533997,300.1588745,-0.4184037908138424,0.9395488682861576,8.479030259667066e-17
20230217_PBSspiked_LZD10P6_D6_70%,sterile,PBS control,0,0.0,Unknown,20230217,,419,237.4504242,300.1421814,-0.4361497241292753,0.985336583904058,7.376756325910348e-16
20230210_PBSspiked_LZD6P6_D5_50%_2,sterile,PBS control,0,0.0,D5,20230210,,419,237.439743,300.1523438,-0.4296599522362769,0.9713057084970564,-3.391612103866827e-17
20230209_PBSspiked_LZD6P4_D6_70%_3,sterile,PBS control,0,0.0,Unknown,20230209,,419,237.4351044,300.1477051,-0.394558521060382,0.8914330677729514,-1.1022739337567186e-16
20230213_PBSspiked_LZD8P2_D6_60%,sterile,PBS control,0,0.0,Unknown,20230213,,419,237.4573364,300.1625671,-0.4166868476597449,0.9414863587069217,4.3667005837285393e-16
20230214_PBSspiked_LZD9P2_D3_20%,sterile,PBS control,0,0.0,Unknown,20230214,,419,237.4571838,300.1626587,-0.3985428669233892,0.8940450644432776,-1.7382012032317488e-16
20230216_PBSspiked_LZD10P4_D2_20%_2,sterile,PBS control,0,0.0,Unknown,20230216,,419,237.436676,300.1416626,-0.424162306563007,0.9482803065703264,1.4838302954417367e-16
20230321_PBSspiked_LZD7P4_D6_80%_2,sterile,PBS control,0,0.0,Unknown,20230321,,419,237.4410706,300.1396484,-0.4239252831356405,0.9347888456643596,-5.935321181766947e-17
20230214_PBSspiked_LZD9P2_D4_40%_2,sterile,PBS control,0,0.0,Unknown,20230214,,419,237.4571838,300.1626587,-0.4123649777574379,0.9265166687092288,4.1123296759385274e-16
20230214_PBSspiked_LZD8P6_D2_20%_1,sterile,PBS control,0,0.0,Unknown,20230214,,419,237.4571838,300.1626587,-0.4265051611488459,0.9513771458844876,4.960232701905234e-16
20230216_PBSspiked_LZD10P2_D2_10%_2,sterile,PBS control,0,0.0,Unknown,20230216,,419,237.436676,300.1416626,-0.432300565202705,0.9620849713306284,-1.2294593876517246e-16
20230210_PBSspiked_LZD6P6_D5_50%_1,sterile,PBS control,0,0.0,D5,20230210,,419,237.439743,300.1523438,-0.4286834368444708,0.9723158058888624,1.1870642363533893e-16
20230216_PBSspiked_LZD10P2_D2_10%_3,sterile,PBS control,0,0.0,Unknown,20230216,,419,237.436676,300.1416626,-0.4333329099582339,0.9672620049417664,-2.1197575649167666e-17
20230411_PBSspiked_LZD1P4_D5_50%_1,sterile,PBS control,0,0.0,D5,20230411,,419,237.4364624,300.1353149,-0.4343406637686556,0.9831890633646778,-1.6110157493367426e-16
20230411_PBSspiked_LZD1P4_D7_70%_1,sterile,PBS control,0,0.0,Unknown,20230411,,419,237.4364624,300.1353149,-0.4301697885279236,0.9681527491054096,2.9676605908834733e-17
20230213_PBSspiked_LZD8P4_D7_80%_3,sterile,PBS control,0,0.0,Unknown,20230213,,419,237.4573364,300.1625671,-0.4207666494046942,0.9498855343286392,-4.748256945413557e-16
20230213_PBSspiked_LZD8P4_D2_20%,sterile,PBS control,0,0.0,Unknown,20230213,,419,237.4573364,300.1625671,-0.4352764711252185,0.9719456755081148,2.840475136988467e-16
20230217_PBSspiked_LZD10P6_D4_40%_1,sterile,PBS control,0,0.0,Unknown,20230217,,419,237.4504242,300.1421814,-0.4370647881356401,0.9995476985976932,3.052450893480144e-16
20230411_PBSspiked_LZD1P4_D5_50%_2,sterile,PBS control,0,0.0,D5,20230411,,419,237.4364624,300.1353149,-0.4346681074018294,0.9826014853981708,3.7731684655518446e-16
20230210_PBSspiked_LZD6P6_D4_40%,sterile,PBS control,0,0.0,Unknown,20230210,,419,237.439743,300.1523438,-0.4296599109083531,0.9686856590916468,1.1022739337567186e-16
20230131_PBSspiked_LZD5P2_D4_40%_2,sterile,PBS control,0,0.0,D5,20230131,,419,237.4545898,300.1534424,-0.4438482108096259,1.0154051000570408,1.0598787824583833e-16
20230210_PBSspiked_LZD6P6_D5_50%,sterile,PBS control,0,0.0,D5,20230210,,419,237.439743,300.1523438,-0.4294568358875891,0.9670267094457442,4.324305432430204e-16
20230131_PBSspiked_LZD5P4_D3_30%_2,sterile,PBS control,0,0.0,D5,20230131,,419,237.4545898,300.1534424,-0.4451278114667458,1.0175027932665874,3.900353919446851e-16
20230215_PBSspiked_LZD9P4_D3_30%_1,sterile,PBS control,0,0.0,Unknown,20230215,,419,237.4571838,300.1626587,-0.4238072110986477,0.9440973476013524,-1.017483631160048e-16
20230221_PBSspiked_LZD1P2_D5_50%_3,sterile,PBS control,0,0.0,D5,20230221,,419,237.4582214,300.163208,-0.4336628892497218,0.971796425250278,-3.052450893480144e-16
20230209_PBSspiked_LZD6P4_D2_20%,sterile,PBS control,0,0.0,Unknown,20230209,,419,237.4351044,300.1477051,-0.4334954171497217,0.9759726223836118,-1.7382012032317488e-16
20230215_PBSspiked_LZD9P4_D5_50%_2,sterile,PBS control,0,0.0,D5,20230215,,419,237.4571838,300.1626587,-0.4154315277713601,0.9201063278953066,2.501313926601785e-16
20230410_PBSspiked_LZD7P6_D6_80%_1,sterile,PBS control,0,0.0,Unknown,20230410,,419,237.4662628,300.1254272,-0.4318258434834524,0.9722839821498812,2.7556848343917967e-16
20230411_PBSspiked_LZD1P4_D6_70%,sterile,PBS control,0,0.0,Unknown,20230411,,419,237.4364624,300.1353149,-0.4333280813946691,0.9829582133719976,7.079990266822001e-16
20230209_PBSspiked_LZD6P4_D4_50%,sterile,PBS control,0,0.0,Unknown,20230209,,419,237.4351044,300.1477051,-0.4242434469665076,0.9554832909001592,-8.479030259667067e-18
20230215_PBSspiked_LZD9P6_D4_50%_2,sterile,PBS control,0,0.0,Unknown,20230215,,419,237.4571838,300.1626587,-0.433985605542641,0.9758838664906926,2.416523624005114e-16
20230213_PBSspiked_LZD8P2_D5_50%_1,sterile,PBS control,0,0.0,D5,20230213,,419,237.4573364,300.1625671,-0.4079686837022276,0.9243901586977724,-9.750884798617127e-17
20230208_PBSspiked_LZD5P4_D5_50%_3,sterile,PBS control,0,0.0,D5,20230208,,419,237.4533997,300.1588745,-0.4224199142196501,0.9692700272803504,-8.479030259667066e-17
20230223_PBSspiked_LZD7P2_D7_80%_2,sterile,PBS control,0,0.0,Unknown,20230223,,419,237.438385,300.1438599,-0.4273424434529834,0.97610478198035,-1.6958060519334133e-16
20230410_PBSspiked_LZD7P6_D6_80%,sterile,PBS control,0,0.0,Unknown,20230410,,419,237.4662628,300.1254272,-0.432504243610342,0.977974576389658,1.6958060519334134e-17
20230214_PBSspiked_LZD8P6_D4_40%,sterile,PBS control,0,0.0,Unknown,20230214,,419,237.4571838,300.1626587,-0.4277740695812253,0.9670317494854412,-1.4414351441434014e-16
20230210_PBSspiked_LZD6P6_D4_40%_1,sterile,PBS control,0,0.0,Unknown,20230210,,419,237.439743,300.1523438,-0.4341398920004776,0.9761288069995224,-3.0948460447784795e-16
20230216_PBSspiked_LZD10P4_D3_30%_1,sterile,PBS control,0,0.0,Unknown,20230216,,419,237.436676,300.1416626,-0.433751400204614,0.963688839495386,2.034967262320096e-16
20230321_PBSspiked_LZD7P4_D2_30%_2,sterile,PBS control,0,0.0,Unknown,20230321,,419,237.4410706,300.1396484,-0.4262425531833725,0.9394237819166276,6.104901786960288e-16
20230223_PBSspiked_LZD7P2_D4_40%_1,sterile,PBS control,0,0.0,Unknown,20230223,,419,237.438385,300.1438599,-0.4324495841000001,0.974232077833333,-1.3142496902483953e-16
20230208_PBSspiked_LZD5P6_D3_30%,sterile,PBS control,0,0.0,D5,20230208,,419,237.4533997,300.1588745,-0.432178497126889,0.9713318448397776,3.222031498673485e-16
20230215_PBSspiked_LZD9P4_D4_40%_3,sterile,PBS control,0,0.0,Unknown,20230215,,419,237.4571838,300.1626587,-0.4261263222021477,0.9513247054645187,2.3317333214084434e-16
20230215_PBSspiked_LZD9P6_D3_30%_2,sterile,PBS control,0,0.0,Unknown,20230215,,419,237.4571838,300.1626587,-0.4035456961548137,0.900532470211853,-7.291966023313677e-16
20230217_PBSspiked_LZD10P6_D4_40%,sterile,PBS control,0,0.0,Unknown,20230217,,419,237.4504242,300.1421814,-0.4368060570487672,0.9989678172845664,-2.6284993804967905e-16
20230214_PBSspiked_LZD9P2_D2_10%_1,sterile,PBS control,0,0.0,Unknown,20230214,,419,237.4571838,300.1626587,-0.4283942774430394,0.9564168060569604,-4.3667005837285393e-16
20230410_PBSspiked_LZD7P6_D6_80%_2,sterile,PBS control,0,0.0,Unknown,20230410,,419,237.4662628,300.1254272,-0.4331787312733495,0.979714554259984,-1.9501769597234254e-16
20230221_PBSspiked_LZD1P2_D3_30%_3,sterile,PBS control,0,0.0,Unknown,20230221,,419,237.4582214,300.163208,-0.4371349228632455,0.9782233971034212,2.882870288286803e-16
20230214_PBSspiked_LZD8P6_D5_50%,sterile,PBS control,0,0.0,D5,20230214,,419,237.4571838,300.1626587,-0.4178415706554494,0.9373861479445504,5.935321181766947e-17
20230213_PBSspiked_LZD8P4_D3_30%,sterile,PBS control,0,0.0,Unknown,20230213,,419,237.4573364,300.1625671,-0.4345198456587109,0.966202037141289,2.840475136988467e-16
20230217_PBSspiked_LZD10P6_D3_30%_1,sterile,PBS control,0,0.0,Unknown,20230217,,419,237.4504242,300.1421814,-0.4349023884354013,0.9933174167979322,4.45149088632521e-16
20230209_PBSspiked_LZD6P4_D5_60%,sterile,PBS control,0,0.0,D5,20230209,,419,237.4351044,300.1477051,-0.3801938770232299,0.8594194425434367,-2.9676605908834733e-17
20230213_PBSspiked_LZD8P4_D3_30%_2,sterile,PBS control,0,0.0,Unknown,20230213,,419,237.4573364,300.1625671,-0.4370134206699287,0.9785468246300713,-3.434007255165162e-16
20230214_PBSspiked_LZD8P6_D5_50%_1,sterile,PBS control,0,0.0,D5,20230214,,419,237.4571838,300.1626587,-0.4187542307696899,0.9342123210969768,-1.8653866571267547e-16
20230208_PBSspiked_LZD5P6_D4_40%,sterile,PBS control,0,0.0,D5,20230208,,419,237.4533997,300.1588745,-0.4287802627887829,0.9630701539778836,-9.326933285633773e-17
20230213_PBSspiked_LZD8P4_D6_70%,sterile,PBS control,0,0.0,Unknown,20230213,,419,237.4573364,300.1625671,-0.4192519262809859,0.9349333669523476,5.7233454252752695e-16
20230216_PBSspiked_LZD10P2_D2_10%_1,sterile,PBS control,0,0.0,Unknown,20230216,,419,237.436676,300.1416626,-0.429828934784487,0.9516957869821796,-2.034967262320096e-16
20230216_PBSspiked_LZD10P4_D3_30%,sterile,PBS control,0,0.0,Unknown,20230216,,419,237.436676,300.1416626,-0.432864731080032,0.9616953577533012,-1.2294593876517246e-16
20230209_PBSspiked_LZD6P4_D7_90%_3,sterile,PBS control,0,0.0,Unknown,20230209,,419,237.4351044,300.1477051,-0.3858719314446301,0.8691728915220366,-5.08741815580024e-17
20230215_PBSspiked_LZD9P6_D6_70%_2,sterile,PBS control,0,0.0,Unknown,20230215,,419,237.4571838,300.1626587,-0.414756744296977,0.9224745688363564,-8.055078746683713e-17
20230217_PBSspiked_LZD10P6_D2_20%_2,sterile,PBS control,0,0.0,Unknown,20230217,,419,237.4504242,300.1421814,-0.4238294091091488,0.9664171762575176,-8.90298177265042e-17
20230208_PBSspiked_LZD5P6_D4_40%_3,sterile,PBS control,0,0.0,D5,20230208,,419,237.4533997,300.1588745,-0.430331801777486,0.9714860759891806,6.3592726947503e-17
20230417_PBSspiked_LZD1P6_D5_60%_1,sterile,PBS control,0,0.0,D5,20230417,,419,237.4287262,300.1347351,-0.4297063908775657,0.9842121293224342,-2.54370907790012e-17
20230214_PBSspiked_LZD9P2_D2_10%,sterile,PBS control,0,0.0,Unknown,20230214,,419,237.4571838,300.1626587,-0.4264880137237866,0.9447399011095468,1.3566448415467307e-16
20230131_PBSspiked_LZD5P2_D4_40%_1,sterile,PBS control,0,0.0,D5,20230131,,419,237.4545898,300.1534424,-0.4433974396899759,1.017468087810024,2.2469430188117725e-16
20230215_PBSspiked_LZD9P4_D3_30%,sterile,PBS control,0,0.0,Unknown,20230215,,419,237.4571838,300.1626587,-0.4270143416532223,0.9506951413134443,-2.798079985690132e-16
20230216_PBSspiked_LZD10P4_D6_60%,sterile,PBS control,0,0.0,Unknown,20230216,,419,237.436676,300.1416626,-0.4193192282787591,0.9143389011545744,-1.335447265897563e-16
20230217_PBSspiked_LZD10P6_D2_20%,sterile,PBS control,0,0.0,Unknown,20230217,,419,237.4504242,300.1421814,-0.4205533460295149,0.9543049690704852,-1.399039992845066e-16
20230215_PBSspiked_LZD9P6_D5_60%_2,sterile,PBS control,0,0.0,D5,20230215,,419,237.4571838,300.1626587,-0.4295527894817024,0.9484827508182978,9.750884798617127e-17
20230213_PBSspiked_LZD8P2_D7_70%_1,sterile,PBS control,0,0.0,Unknown,20230213,,419,237.4573364,300.1625671,-0.4147636182410503,0.9282743990256164,-2.416523624005114e-16
20230411_PBSspiked_LZD1P4_D6_70%_2,sterile,PBS control,0,0.0,Unknown,20230411,,419,237.4364624,300.1353149,-0.4339059383602227,0.9820953814731108,6.3592726947503e-17
20230411_PBSspiked_LZD1P4_D4_40%_3,sterile,PBS control,0,0.0,Unknown,20230411,,419,237.43573,300.1345825,-0.4341767459896578,0.991363393410342,5.511369668783593e-17
20230216_PBSspiked_LZD10P4_D2_20%,sterile,PBS control,0,0.0,Unknown,20230216,,419,237.436676,300.1416626,-0.4232193419377087,0.942572678828958,1.144669085055054e-16
20230216_PBSspiked_LZD10P2_D3_20%,sterile,PBS control,0,0.0,Unknown,20230216,,419,237.436676,300.1416626,-0.4204786473030231,0.9294978674636436,8.479030259667067e-18
20230410_PBSspiked_LZD7P6_D5_60%_1,sterile,PBS control,0,0.0,D5,20230410,,419,237.4662628,300.1254272,-0.430911364687112,0.9766235775795546,2.2469430188117725e-16
20230209_PBSspiked_LZD6P4_D6_70%,sterile,PBS control,0,0.0,Unknown,20230209,,419,237.4351044,300.1477051,-0.3927120675638024,0.8808961200028642,2.925265439585138e-16
20230214_PBSspiked_LZD9P2_D3_20%_3,sterile,PBS control,0,0.0,Unknown,20230214,,419,237.4571838,300.1626587,-0.4021467127253778,0.9120430392412888,7.207175720717007e-17
20230131_PBSspiked_LZD5P2_D3_30%_1,sterile,PBS control,0,0.0,D5,20230131,,419,237.4545898,300.1534424,-0.4407787798010336,1.0195586902322995,6.274482392153629e-16
20230210_PBSspiked_LZD6P6_D3_30%_2,sterile,PBS control,0,0.0,Unknown,20230210,,419,237.439743,300.1523438,-0.4345135982193311,0.977528919914002,6.062506635661952e-16
20230213_PBSspiked_LZD8P2_D5_50%_3,sterile,PBS control,0,0.0,D5,20230213,,419,237.4573364,300.1625671,-0.4100282357000795,0.9233618956665872,-2.54370907790012e-17
20230221_PBSspiked_LZD1P2_D5_50%_1,sterile,PBS control,0,0.0,D5,20230221,,419,237.4582214,300.163208,-0.4302856447630862,0.9533409702702472,5.299393912291916e-16
20230216_PBSspiked_LZD10P2_D5_50%_2,sterile,PBS control,0,0.0,D5,20230216,,419,237.436676,300.1416626,-0.423353615180032,0.9437630748533012,-2.0773624136184313e-16
20230321_PBSspiked_LZD7P4_D7_90%_1,sterile,PBS control,0,0.0,Unknown,20230321,,419,237.4410706,300.1396484,-0.4225789286423227,0.934442125424344,2.501313926601785e-16
20230417_PBSspiked_LZD1P6_D7_90%_2,sterile,PBS control,0,0.0,Unknown,20230417,,419,237.4287262,300.1347351,-0.4302184837490853,0.9814919375509148,-2.034967262320096e-16
20230411_PBSspiked_LZD1P4_D4_40%_2,sterile,PBS control,0,0.0,Unknown,20230411,,419,237.43573,300.1345825,-0.4342538118126496,0.995551000054017,-5.341789063590252e-16
20230410_PBSspiked_LZD7P6_D7_80%_1,sterile,PBS control,0,0.0,Unknown,20230410,,419,237.4662628,300.1254272,-0.4283884239975343,0.964021993735799,-4.493886037623545e-16
20230216_PBSspiked_LZD10P2_D6_60%_1,sterile,PBS control,0,0.0,Unknown,20230216,,419,237.436676,300.1416626,-0.4272839686206842,0.9531179657459824,4.663466642816887e-17
20230411_PBSspiked_LZD1P4_D3_30%_3,sterile,PBS control,0,0.0,Unknown,20230411,,419,237.43573,300.1345825,-0.4354598069820202,0.9953862482846464,4.748256945413557e-16
20230417_PBSspiked_LZD1P6_D7_90%,sterile,PBS control,0,0.0,Unknown,20230417,,419,237.4287262,300.1347351,-0.4270337604716785,0.9714419065949884,1.4838302954417367e-16
20230209_PBSspiked_LZD6P2_D7_90%,sterile,PBS control,0,0.0,Unknown,20230209,,419,237.4351044,300.1477051,-0.3744502397360386,0.8432349977639615,-4.133527251587695e-16
20230209_PBSspiked_LZD6P2_D6_70%_1,sterile,PBS control,0,0.0,Unknown,20230209,,419,237.4351044,300.1477051,-0.410875593708353,0.923830643291647,2.2045478675134372e-16
20230215_PBSspiked_LZD9P4_D6_60%,sterile,PBS control,0,0.0,Unknown,20230215,,419,237.4571838,300.1626587,-0.4051517324411298,0.8908465723922033,-1.4414351441434014e-16
20230216_PBSspiked_LZD10P2_D2_10%,sterile,PBS control,0,0.0,Unknown,20230216,,419,237.436676,300.1416626,-0.4301293339153541,0.949275066817979,-1.27185453895006e-16
20230213_PBSspiked_LZD8P4_D7_80%_1,sterile,PBS control,0,0.0,Unknown,20230213,,419,237.4573364,300.1625671,-0.4217775383360381,0.9371224571306284,4.663466642816887e-17
20230410_PBSspiked_LZD7P6_D2_30%_3,sterile,PBS control,0,0.0,Unknown,20230410,,419,237.4662628,300.1254272,-0.4338123740777245,0.9664748271222756,2.416523624005114e-16
20230217_PBSspiked_LZD10P6_D4_40%_2,sterile,PBS control,0,0.0,Unknown,20230217,,419,237.4504242,300.1421814,-0.4378246410856002,1.0064538077477332,3.1372411960768147e-16
20230417_PBSspiked_LZD1P6_D3_30%,sterile,PBS control,0,0.0,Unknown,20230417,,419,237.4287262,300.1347351,-0.4294776720138424,0.9816118478528244,4.45149088632521e-17
20230213_PBSspiked_LZD8P2_D5_50%,sterile,PBS control,0,0.0,D5,20230213,,419,237.4573364,300.1625671,-0.4078535774752588,0.9146916577580744,-3.3492169525684913e-16
20230216_PBSspiked_LZD10P2_D4_40%,sterile,PBS control,0,0.0,Unknown,20230216,,419,237.436676,300.1416626,-0.3975631436014314,0.8880863099652353,5.871728454819443e-16
20230410_PBSspiked_LZD7P6_D7_80%,sterile,PBS control,0,0.0,Unknown,20230410,,419,237.4662628,300.1254272,-0.4301613018207637,0.9706238809459028,-3.81556361685018e-17
20230217_PBSspiked_LZD10P6_D3_30%_3,sterile,PBS control,0,0.0,Unknown,20230217,,419,237.4504242,300.1421814,-0.4365388515590294,1.009432855874304,2.54370907790012e-17
20230208_PBSspiked_LZD5P4_D6_70%_3,sterile,PBS control,0,0.0,D5,20230208,,419,237.4533997,300.1588745,-0.3917324839573586,0.8956978821759748,1.144669085055054e-16
20230411_PBSspiked_LZD1P4_D2_20%_3,sterile,PBS control,0,0.0,Unknown,20230411,,419,237.43573,300.1345825,-0.4373642030106606,0.9925867348560058,-2.840475136988467e-16
20230213_PBSspiked_LZD8P2_D6_60%_1,sterile,PBS control,0,0.0,Unknown,20230213,,419,237.4573364,300.1625671,-0.414625185657518,0.9317301431758154,-1.017483631160048e-16
20230215_PBSspiked_LZD9P4_D7_70%_3,sterile,PBS control,0,0.0,Unknown,20230215,,419,237.4571838,300.1626587,-0.40148053623214,0.89015219536786,1.6958060519334134e-17
20230131_PBSspiked_LZD5P2_D6_70%_1,sterile,PBS control,0,0.0,D5,20230131,,419,237.4545898,300.1534424,-0.4059463795386633,0.9345734062946702,2.289338170110108e-16
20230223_PBSspiked_LZD7P2_D3_30%_1,sterile,PBS control,0,0.0,Unknown,20230223,,419,237.438385,300.1438599,-0.4323822287943512,0.9780259998723154,4.53628118892188e-16
20230213_PBSspiked_LZD8P2_D7_70%_3,sterile,PBS control,0,0.0,Unknown,20230213,,419,237.4573364,300.1625671,-0.4149617606020682,0.9343447585645986,1.8653866571267547e-16
20230215_PBSspiked_LZD9P4_D7_70%_2,sterile,PBS control,0,0.0,Unknown,20230215,,419,237.4571838,300.1626587,-0.4014427583457435,0.8881756098542564,3.4764024064634975e-16
20230215_PBSspiked_LZD9P6_D2_20%_2,sterile,PBS control,0,0.0,Unknown,20230215,,419,237.4571838,300.1626587,-0.4380727358602221,0.9832469179064446,6.486458148645306e-16
20230210_PBSspiked_LZD6P6_D4_40%_3,sterile,PBS control,0,0.0,Unknown,20230210,,419,237.439743,300.1523438,-0.4368800508115354,0.987155384355131,-4.239515129833533e-17
20230208_PBSspiked_LZD5P6_D7_70%_1,sterile,PBS control,0,0.0,D5,20230208,,419,237.4533997,300.1588745,-0.415863600239777,0.9328242224268898,2.9040678639359705e-16
20230215_PBSspiked_LZD9P6_D7_70%_3,sterile,PBS control,0,0.0,Unknown,20230215,,419,237.4571838,300.1626587,-0.4385295312657117,0.9715160181676216,3.7731684655518446e-16
20230209_PBSspiked_LZD6P2_D6_70%_2,sterile,PBS control,0,0.0,Unknown,20230209,,419,237.4351044,300.1477051,-0.4103695245944305,0.9384784111055694,6.232087240855294e-16
20230417_PBSspiked_LZD1P6_D3_30%_2,sterile,PBS control,0,0.0,Unknown,20230417,,419,237.4287262,300.1347351,-0.4313610661568809,0.9966834267097856,4.875442399308563e-16
20230209_PBSspiked_LZD6P2_D2_10%,sterile,PBS control,0,0.0,Unknown,20230209,,419,237.4351044,300.1477051,-0.4281281510200477,0.957600521179952,-1.6958060519334134e-17
20230223_PBSspiked_LZD7P2_D5_50%_1,sterile,PBS control,0,0.0,D5,20230223,,419,237.438385,300.1438599,-0.4278465194417662,0.971264816191567,-1.144669085055054e-16
20230221_PBSspiked_LZD1P2_D3_30%_1,sterile,PBS control,0,0.0,Unknown,20230221,,419,237.4582214,300.163208,-0.4339888630606999,0.9609312875059668,9.750884798617127e-17
20230214_PBSspiked_LZD9P2_D6_60%_3,sterile,PBS control,0,0.0,Unknown,20230214,,419,237.4571838,300.1626587,-0.4220518721182176,0.9578586860484491,4.069934524640192e-16
20230209_PBSspiked_LZD6P2_D4_40%,sterile,PBS control,0,0.0,Unknown,20230209,,419,237.4351044,300.1477051,-0.4267727413149561,0.959946436018377,8.90298177265042e-17
20230216_PBSspiked_LZD10P4_D5_50%_2,sterile,PBS control,0,0.0,D5,20230216,,419,237.436676,300.1416626,-0.4100966237641206,0.9025290972358796,3.306821801270156e-16
20230410_PBSspiked_LZD7P6_D5_60%_2,sterile,PBS control,0,0.0,D5,20230410,,419,237.4662628,300.1254272,-0.4341133561861573,0.9780319356138428,2.2469430188117725e-16
20230417_PBSspiked_LZD1P6_D7_90%_3,sterile,PBS control,0,0.0,Unknown,20230417,,419,237.4287262,300.1347351,-0.4303368845049328,0.9839683754950672,-4.493886037623545e-16
20230221_PBSspiked_LZD1P2_D7_70%_2,sterile,PBS control,0,0.0,Unknown,20230221,,419,237.4582214,300.163208,-0.4366558475541766,0.9689316618458234,-2.54370907790012e-17
